0.3445	1000
0.3446	1001
0.3447	1002
0.3448	1003
0.3450	1004
0.3451	1005
0.3452	1006
0.3453	1007
0.3455	1008
0.3456	1009
0.3457	1010
0.3458	1011
0.3460	1012
0.3461	1013
0.3462	1014
0.3463	1015
0.3465	1016
0.3466	1017
0.3467	1018
0.3468	1019
0.3469	1020
0.3471	1021
0.3472	1022
0.3473	1023
0.3474	1024
0.3476	1025
0.3477	1026
0.3478	1027
0.3479	1028
0.3481	1029
0.3482	1030
0.3483	1031
0.3484	1032
0.3485	1033
0.3487	1034
0.3488	1035
0.3489	1036
0.3490	1037
0.3492	1038
0.3493	1039
0.3494	1040
0.3495	1041
0.3496	1042
0.3498	1043
0.3499	1044
0.3500	1045
0.3501	1046
0.3502	1047
0.3504	1048
0.3505	1049
0.3506	1050
0.3507	1051
0.3508	1052
0.3510	1053
0.3511	1054
0.3512	1055
0.3513	1056
0.3514	1057
0.3516	1058
0.3517	1059
0.3518	1060
0.3519	1061
0.3520	1062
0.3522	1063
0.3523	1064
0.3524	1065
0.3525	1066
0.3526	1067
0.3528	1068
0.3529	1069
0.3530	1070
0.3531	1071
0.3532	1072
0.3533	1073
0.3535	1074
0.3536	1075
0.3537	1076
0.3538	1077
0.3539	1078
0.3541	1079
0.3542	1080
0.3543	1081
0.3544	1082
0.3545	1083
0.3546	1084
0.3548	1085
0.3549	1086
0.3550	1087
0.3551	1088
0.3552	1089
0.3553	1090
0.3555	1091
0.3556	1092
0.3557	1093
0.3558	1094
0.3559	1095
0.3560	1096
0.3562	1097
0.3563	1098
0.3564	1099
0.3565	1100
0.3566	1101
0.3567	1102
0.3568	1103
0.3570	1104
0.3571	1105
0.3572	1106
0.3573	1107
0.3574	1108
0.3575	1109
0.3576	1110
0.3578	1111
0.3579	1112
0.3580	1113
0.3581	1114
0.3582	1115
0.3583	1116
0.3584	1117
0.3586	1118
0.3587	1119
0.3588	1120
0.3589	1121
0.3590	1122
0.3591	1123
0.3592	1124
0.3593	1125
0.3595	1126
0.3596	1127
0.3597	1128
0.3598	1129
0.3599	1130
0.3600	1131
0.3601	1132
0.3602	1133
0.3604	1134
0.3605	1135
0.3606	1136
0.3607	1137
0.3608	1138
0.3609	1139
0.3610	1140
0.3611	1141
0.3612	1142
0.3613	1143
0.3615	1144
0.3616	1145
0.3617	1146
0.3618	1147
0.3619	1148
0.3620	1149
0.3621	1150
0.3622	1151
0.3623	1152
0.3624	1153
0.3626	1154
0.3627	1155
0.3628	1156
0.3629	1157
0.3630	1158
0.3631	1159
0.3632	1160
0.3633	1161
0.3634	1162
0.3635	1163
0.3636	1164
0.3638	1165
0.3639	1166
0.3640	1167
0.3641	1168
0.3642	1169
0.3643	1170
0.3644	1171
0.3645	1172
0.3646	1173
0.3647	1174
0.3648	1175
0.3649	1176
0.3650	1177
0.3651	1178
0.3652	1179
0.3654	1180
0.3655	1181
0.3656	1182
0.3657	1183
0.3658	1184
0.3659	1185
0.3660	1186
0.3661	1187
0.3662	1188
0.3663	1189
0.3664	1190
0.3665	1191
0.3666	1192
0.3667	1193
0.3668	1194
0.3669	1195
0.3670	1196
0.3671	1197
0.3672	1198
0.3674	1199
0.3675	1200
0.3676	1201
0.3677	1202
0.3678	1203
0.3679	1204
0.3680	1205
0.3681	1206
0.3682	1207
0.3683	1208
0.3684	1209
0.3685	1210
0.3686	1211
0.3687	1212
0.3688	1213
0.3689	1214
0.3690	1215
0.3691	1216
0.3692	1217
0.3693	1218
0.3694	1219
0.3695	1220
0.3696	1221
0.3697	1222
0.3698	1223
0.3699	1224
0.3700	1225
0.3701	1226
0.3702	1227
0.3703	1228
0.3704	1229
0.3705	1230
0.3706	1231
0.3707	1232
0.3708	1233
0.3709	1234
0.3710	1235
0.3711	1236
0.3712	1237
0.3713	1238
0.3714	1239
0.3715	1240
0.3716	1241
0.3717	1242
0.3718	1243
0.3719	1244
0.3720	1245
0.3721	1246
0.3722	1247
0.3723	1248
0.3724	1249
0.3725	1250
0.3726	1251
0.3727	1252
0.3728	1253
0.3729	1254
0.3730	1255
0.3731	1256
0.3732	1257
0.3733	1258
0.3734	1259
0.3735	1260
0.3736	1261
0.3737	1262
0.3738	1263
0.3739	1264
0.3739	1265
0.3740	1266
0.3741	1267
0.3742	1268
0.3743	1269
0.3744	1270
0.3745	1271
0.3746	1272
0.3747	1273
0.3748	1274
0.3749	1275
0.3750	1276
0.3751	1277
0.3752	1278
0.3753	1279
0.3754	1280
0.3755	1281
0.3756	1282
0.3757	1283
0.3757	1284
0.3758	1285
0.3759	1286
0.3760	1287
0.3761	1288
0.3762	1289
0.3763	1290
0.3764	1291
0.3765	1292
0.3766	1293
0.3767	1294
0.3768	1295
0.3769	1296
0.3770	1297
0.3770	1298
0.3771	1299
0.3772	1300
0.3773	1301
0.3774	1302
0.3775	1303
0.3776	1304
0.3777	1305
0.3778	1306
0.3779	1307
0.3780	1308
0.3781	1309
0.3781	1310
0.3782	1311
0.3783	1312
0.3784	1313
0.3785	1314
0.3786	1315
0.3787	1316
0.3788	1317
0.3789	1318
0.3790	1319
0.3790	1320
0.3791	1321
0.3792	1322
0.3793	1323
0.3794	1324
0.3795	1325
0.3796	1326
0.3797	1327
0.3798	1328
0.3798	1329
0.3799	1330
0.3800	1331
0.3801	1332
0.3802	1333
0.3803	1334
0.3804	1335
0.3805	1336
0.3805	1337
0.3806	1338
0.3807	1339
0.3808	1340
0.3809	1341
0.3810	1342
0.3811	1343
0.3811	1344
0.3812	1345
0.3813	1346
0.3814	1347
0.3815	1348
0.3816	1349
0.3817	1350
0.3818	1351
0.3818	1352
0.3819	1353
0.3820	1354
0.3821	1355
0.3822	1356
0.3823	1357
0.3823	1358
0.3824	1359
0.3825	1360
0.3826	1361
0.3827	1362
0.3828	1363
0.3829	1364
0.3829	1365
0.3830	1366
0.3831	1367
0.3832	1368
0.3833	1369
0.3834	1370
0.3834	1371
0.3835	1372
0.3836	1373
