0.6528	1000
0.6526	1001
0.6525	1002
0.6523	1003
0.6522	1004
0.6520	1005
0.6519	1006
0.6518	1007
0.6516	1008
0.6515	1009
0.6513	1010
0.6512	1011
0.6511	1012
0.6509	1013
0.6508	1014
0.6506	1015
0.6505	1016
0.6504	1017
0.6502	1018
0.6501	1019
0.6499	1020
0.6498	1021
0.6496	1022
0.6495	1023
0.6494	1024
0.6492	1025
0.6491	1026
0.6489	1027
0.6488	1028
0.6487	1029
0.6485	1030
0.6484	1031
0.6482	1032
0.6481	1033
0.6480	1034
0.6478	1035
0.6477	1036
0.6475	1037
0.6474	1038
0.6473	1039
0.6471	1040
0.6470	1041
0.6468	1042
0.6467	1043
0.6466	1044
0.6464	1045
0.6463	1046
0.6461	1047
0.6460	1048
0.6459	1049
0.6457	1050
0.6456	1051
0.6454	1052
0.6453	1053
0.6452	1054
0.6450	1055
0.6449	1056
0.6447	1057
0.6446	1058
0.6445	1059
0.6443	1060
0.6442	1061
0.6440	1062
0.6439	1063
0.6438	1064
0.6436	1065
0.6435	1066
0.6433	1067
0.6432	1068
0.6431	1069
0.6429	1070
0.6428	1071
0.6426	1072
0.6425	1073
0.6424	1074
0.6422	1075
0.6421	1076
0.6420	1077
0.6418	1078
0.6417	1079
0.6415	1080
0.6414	1081
0.6413	1082
0.6411	1083
0.6410	1084
0.6408	1085
0.6407	1086
0.6406	1087
0.6404	1088
0.6403	1089
0.6401	1090
0.6400	1091
0.6399	1092
0.6397	1093
0.6396	1094
0.6394	1095
0.6393	1096
0.6392	1097
0.6390	1098
0.6389	1099
0.6388	1100
0.6386	1101
0.6385	1102
0.6383	1103
0.6382	1104
0.6381	1105
0.6379	1106
0.6378	1107
0.6376	1108
0.6375	1109
0.6374	1110
0.6372	1111
0.6371	1112
0.6370	1113
0.6368	1114
0.6367	1115
0.6365	1116
0.6364	1117
0.6363	1118
0.6361	1119
0.6360	1120
0.6359	1121
0.6357	1122
0.6356	1123
0.6354	1124
0.6353	1125
0.6352	1126
0.6350	1127
0.6349	1128
0.6347	1129
0.6346	1130
0.6345	1131
0.6343	1132
0.6342	1133
0.6341	1134
0.6339	1135
0.6338	1136
0.6336	1137
0.6335	1138
0.6334	1139
0.6332	1140
0.6331	1141
0.6330	1142
0.6328	1143
0.6327	1144
0.6325	1145
0.6324	1146
0.6323	1147
0.6321	1148
0.6320	1149
0.6319	1150
0.6317	1151
0.6316	1152
0.6315	1153
0.6313	1154
0.6312	1155
0.6310	1156
0.6309	1157
0.6308	1158
0.6306	1159
0.6305	1160
0.6304	1161
0.6302	1162
0.6301	1163
0.6299	1164
0.6298	1165
0.6297	1166
0.6295	1167
0.6294	1168
0.6293	1169
0.6291	1170
0.6290	1171
0.6289	1172
0.6287	1173
0.6286	1174
0.6284	1175
0.6283	1176
0.6282	1177
0.6280	1178
0.6279	1179
0.6278	1180
0.6276	1181
0.6275	1182
0.6274	1183
0.6272	1184
0.6271	1185
0.6269	1186
0.6268	1187
0.6267	1188
0.6265	1189
0.6264	1190
0.6263	1191
0.6261	1192
0.6260	1193
0.6259	1194
0.6257	1195
0.6256	1196
0.6255	1197
0.6253	1198
0.6252	1199
0.6250	1200
0.6249	1201
0.6248	1202
0.6246	1203
0.6245	1204
0.6244	1205
0.6242	1206
0.6241	1207
0.6240	1208
0.6238	1209
0.6237	1210
0.6236	1211
0.6234	1212
0.6233	1213
0.6231	1214
0.6230	1215
0.6229	1216
0.6227	1217
0.6226	1218
0.6225	1219
0.6223	1220
0.6222	1221
0.6221	1222
0.6219	1223
0.6218	1224
0.6217	1225
0.6215	1226
0.6214	1227
0.6213	1228
0.6211	1229
0.6210	1230
0.6209	1231
0.6207	1232
0.6206	1233
0.6204	1234
0.6203	1235
0.6202	1236
0.6200	1237
0.6199	1238
0.6198	1239
0.6196	1240
0.6195	1241
0.6194	1242
0.6192	1243
0.6191	1244
0.6190	1245
0.6188	1246
0.6187	1247
0.6186	1248
0.6184	1249
0.6183	1250
0.6182	1251
0.6180	1252
0.6179	1253
0.6178	1254
0.6176	1255
0.6175	1256
0.6174	1257
0.6172	1258
0.6171	1259
0.6170	1260
0.6168	1261
0.6167	1262
0.6166	1263
0.6164	1264
0.6163	1265
0.6162	1266
0.6160	1267
0.6159	1268
0.6158	1269
0.6156	1270
0.6155	1271
0.6154	1272
0.6152	1273
0.6151	1274
0.6150	1275
0.6148	1276
0.6147	1277
0.6146	1278
0.6144	1279
0.6143	1280
0.6142	1281
0.6140	1282
0.6139	1283
0.6138	1284
0.6136	1285
0.6135	1286
0.6134	1287
0.6132	1288
0.6131	1289
0.6130	1290
0.6128	1291
0.6127	1292
0.6126	1293
0.6124	1294
0.6123	1295
0.6122	1296
0.6120	1297
0.6119	1298
0.6118	1299
0.6116	1300
0.6115	1301
0.6114	1302
0.6112	1303
0.6111	1304
0.6110	1305
0.6108	1306
0.6107	1307
0.6106	1308
0.6104	1309
0.6103	1310
0.6102	1311
0.6100	1312
0.6099	1313
0.6098	1314
0.6096	1315
0.6095	1316
0.6094	1317
0.6092	1318
0.6091	1319
0.6090	1320
0.6089	1321
0.6087	1322
0.6086	1323
0.6085	1324
0.6083	1325
0.6082	1326
0.6081	1327
0.6079	1328
0.6078	1329
0.6077	1330
0.6075	1331
0.6074	1332
0.6073	1333
0.6071	1334
0.6070	1335
0.6069	1336
0.6067	1337
0.6066	1338
0.6065	1339
0.6063	1340
0.6062	1341
0.6061	1342
0.6060	1343
0.6058	1344
0.6057	1345
0.6056	1346
0.6054	1347
0.6053	1348
0.6052	1349
0.6050	1350
0.6049	1351
0.6048	1352
0.6046	1353
0.6045	1354
0.6044	1355
0.6043	1356
0.6041	1357
0.6040	1358
0.6039	1359
0.6037	1360
0.6036	1361
0.6035	1362
0.6033	1363
0.6032	1364
0.6031	1365
0.6029	1366
0.6028	1367
0.6027	1368
0.6026	1369
0.6024	1370
0.6023	1371
0.6022	1372
0.6020	1373
0.6019	1374
0.6018	1375
0.6016	1376
0.6015	1377
0.6014	1378
0.6012	1379
0.6011	1380
0.6010	1381
0.6009	1382
0.6007	1383
0.6006	1384
0.6005	1385
0.6003	1386
0.6002	1387
0.6001	1388
0.5999	1389
0.5998	1390
0.5997	1391
0.5996	1392
0.5994	1393
0.5993	1394
0.5992	1395
0.5990	1396
0.5989	1397
0.5988	1398
0.5986	1399
0.5985	1400
0.5984	1401
0.5983	1402
0.5981	1403
0.5980	1404
0.5979	1405
0.5977	1406
0.5976	1407
0.5975	1408
0.5974	1409
0.5972	1410
0.5971	1411
0.5970	1412
0.5968	1413
0.5967	1414
0.5966	1415
0.5965	1416
0.5963	1417
0.5962	1418
0.5961	1419
0.5959	1420
0.5958	1421
0.5957	1422
0.5955	1423
0.5954	1424
0.5953	1425
